18:53:25.470 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: FTS2;fts;Document;Microsoft Full-Text Search Index;ContentRecognizerFTS2;Microsoft Full-Text Search Index;512;32000000
18:53:25.490 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: FragmentedJPEG;jpg;Image;Fragmented JPEG;ContentRecognizerFragmented;Fragmented;512;4294967296
18:53:25.512 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: FragmentedMP4;mp4;Video;Fragmented MPEG-4;ContentRecognizerFragmented;Fragmented;512;4294967296
18:53:25.559 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: GIF;gif;Image;Graphical Interchange Format;ContentRecognizerGraphicsInterchangeFormat;Graphics Interchange Format;32;2097152
18:53:25.622 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: GenericJPEG;jpg;Image;Generic JPEG;ContentRecognizerGenericJPEG;Generic JPEG;512;33554432
18:53:25.665 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: HDR;hdr;Image;High Dynamic Range Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:25.712 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: HLP;hlp;Document;Microsoft Help File;ContentRecognizerHLP;Microsoft Help File;512;32000000
18:53:25.748 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: HQX;hqx;Archive;OS/X BinHex Compressed File;ContentRecognizerHQX;OS/X BinHex Compressed File;512;32000000
18:53:25.787 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IA;ia;Image;Sinar IA Image;ContentRecognizerSinarIA;Sinar IA;512;268435456
18:53:25.831 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ICM;icm;Document;Kodak Image Color Matching File;ContentRecognizerICM;Kodak Image Color Matching File;512;32000000
18:53:25.863 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ICO;ico;Other;Icon;ContentRecognizerIconCursor;Windows Icon And Cursor;32;262144
18:53:25.900 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ICW;icw;Document;Microsoft Internet Connection Wizard;ContentRecognizerICW;Microsoft Internet Connection Wizard;512;32000000
18:53:25.942 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IDF;idf;Document;MIDI Instrument Definition;ContentRecognizerIDF;MIDI Instrument Definition;512;32000000
18:53:25.963 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IDX;idx;Document;Outlook Express Index File;ContentRecognizerIDX;Outlook Express Index File;512;128000000
18:53:25.994 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IFF;iff;Document;Interchange File Format;ContentRecognizerAIFF;AIFF/AIFC Sound;32;134217728
18:53:26.051 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ILBM;ilbm;Image;EA Raster Bitmap;ContentRecognizerAIFF;AIFF/AIFC Sound;32;134217728
18:53:26.126 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ILK;ilk;Document;Microsoft Linker Database;ContentRecognizerILK;Microsoft Linker Database;512;128000000
18:53:26.150 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IMG;img;Image;GEM Raster File;ContentRecognizerIMG;GEM Raster File;512;32000000
18:53:26.196 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: IND;ind;Document;Microsoft Full-text Search Index;ContentRecognizerIND;Microsoft Full-text Search Index;512;128000000
18:53:26.232 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ISU;isu;Document;Microsoft Uninstall Script;ContentRecognizerISU;Microsoft Uninstall Script;512;32000000
18:53:26.283 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JAR;jar;Other;Java JAR file;ContentRecognizerZIP;ZIP Archive;512;2147483648
18:53:26.321 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JFIFJPEG;jpg;Image;JFIF JPEG;ContentRecognizerJFIFJPEG;JFIF JPEG;128;33554432
18:53:26.362 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JP2;jp2;Image;JPEG 2000 Image;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.402 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JPM;jpm;Image;JPEG 2000 Compound Image;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.424 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JPX;jpx;Image;JPEG 2000 with extensions;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.469 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: JTD;jtd;Document;Ichitaro Document;ContentRecognizerOLEStream;Microsoft OLE Stream;512;134217728
18:53:26.506 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: K25;k25;Image;Kodak K25 Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:26.524 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: KDC;kdc;Image;Kodak KDC Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:26.546 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: KodakCommonInfoRAW;raw;Image;Kodak CommonInfo Raw Image;ContentRecognizerKodakCommonInfoRAW;Kodak CommonInfo RAW;512;16777216
18:53:26.589 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LDB;ldb;Document;Microsoft Access Record-Locking Info;ContentRecognizerLDB;Microsoft Access Record-Locking Info;512;32000000
18:53:26.645 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LIB;lib;Document;Microsoft Static Library;ContentRecognizerLIB;Microsoft Static Library;512;512000000
18:53:26.679 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LNK;lnk;Document;Microsoft Shortcut File;ContentRecognizerLNK;Microsoft Shortcut File;32;2048
18:53:26.721 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LWP;lwp;Document;WordPro File;ContentRecognizerLWP;WordPro File;512;32000000
18:53:26.764 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LeicaPanasonicRAW;raw;Image;Panasonic RAW Raw Image;ContentRecognizerPanasonicRAW;Panasonic/Leica Raw;512;134217728
18:53:26.834 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: LotusFMT;fmt;Document;Lotus 1-2-3 FMT;ContentRecognizerLotusFMT;Lotus 1-2-3 FMT;128;32000000
18:53:26.854 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: M4A;m4a;Audio;MPEG-4 Audio;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.876 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: M4B;m4b;Audio;Apple iTunes AAC-LC Audio Book;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.932 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: M4P;m4p;Audio;Apple iTunes AAC-LC AES Protected Audio;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:26.971 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: M4V;m4v;Video;MPEG-4 Video;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.020 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MAC;mac;Image;MacPaint File;ContentRecognizerMAC;MacPaint File;512;32000000
18:53:27.064 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MAF;maf;Image;Photo Player MAF;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.106 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MBD;mbd;Document;Mbedlet File;ContentRecognizerMBD;Mbedlet File;512;32000000
18:53:27.218 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MBW;mbw;Document;Mbed Wizard File;ContentRecognizerMBW;Mbed Wizard File;256;8000000
18:53:27.271 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MCD;mcd;Document;MathCad Document;ContentRecognizerMCD;MathCad Document;512;32000000
18:53:27.293 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MDB;mdb;Document;Microsoft Access Database;ContentRecognizerMDB;Microsoft Access Database;512;512000000
18:53:27.326 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MEF;mef;Image;Mamiya MEF Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:27.348 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MID;mid;Audio;Musical Instrument Digital Interface;ContentRecognizerMusicalInstrumentDigitalInterface;Musical Instrument Digital Interface;64;4194304
18:53:27.392 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MIF;mif;Document;Microsoft Management Info;ContentRecognizerMIF;Microsoft Management Info;512;32000000
18:53:27.444 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MJ2S;mjp;Video;Motion JPEG 2000 Simple Profile;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.488 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MJP2;mjp;Video;Motion JPEG 2000 General Profile;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.548 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MLV;mlv;Video;Magic Lantern Video;ContentRecognizerMagicLantern;MagicLantern;512;4294967296
18:53:27.599 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MOD;mod;Video;Canon MOD MPEG-2 Video;ContentRecognizerMPEG;Motion Picture Experts Group Video;512;4294967296
18:53:27.638 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MOS;mos;Image;Leaf MOS Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:27.667 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MOV;mov;Video;Apple QuickTime Video;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.689 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MP3;mp3;Audio;Moving Picture Experts Group 3 Audio;ContentRecognizerMPEG3;Moving Picture Experts Group 3 Audio;512;536870912
18:53:27.744 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MP4;mp4;Video;MPEG-4 Multimedia;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.786 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MPD;mpd;Document;Microsoft Miniport Driver;ContentRecognizerMPD;Microsoft Miniport Driver;512;32000000
18:53:27.813 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MPEG1;mpg;Video;MPEG-1 Video;ContentRecognizerMPEG;Motion Picture Experts Group Video;512;4294967296
18:53:27.832 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MPEG2;mpg;Video;MPEG-2 Video;ContentRecognizerMPEG;Motion Picture Experts Group Video;512;4294967296
18:53:27.854 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MPO;jpg;Image;Multiple Picture Objects;ContentRecognizerExifJPEG;Exif JPEG;512;33554432
18:53:27.905 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MRW;mrw;Image;Minolta MRW Raw Image;ContentRecognizerMinoltaMRW;Minolta MRW;512;67108864
18:53:27.947 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MSNV;mp4;Video;Sony PSP MPEG-4 Video;ContentRecognizerQuickTime;QuickTime;512;4294967296
18:53:27.999 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MSV;msv;Audio;Sony Digital Voice Recorder File;ContentRecognizerMSV;Sony Digital Voice Recorder File;512;32000000
18:53:28.024 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MTS;mts;Video;MPEG Transport Stream;ContentRecognizerMTS;MPEG Transport Stream;37600;17179869184
18:53:28.062 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MXF;mxf;Video;MXF Video;ContentRecognizerMXF;MXF Video;512;4294967296
18:53:28.090 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MapGuidePDB;pdb;Document;Map & Guide Palm Database File;ContentRecognizerMapGuidePDB;Map & Guide Palm Database File;512;32000000
18:53:28.131 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MicrosoftFMT;fmt;Document;Microsoft Printer Driver;ContentRecognizerMicrosoftFMT;Microsoft Printer Driver;512;32000000
18:53:28.170 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: MicrosoftPDB;pdb;Document;Microsoft C/C++ program database;ContentRecognizerMicrosoftPDB;Microsoft C/C++ program database;512;128000000
18:53:28.195 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NDF;ndf;Image;Nikon NDF Raw Image;ContentRecognizerNikonNDF;Nikon NDF;512;134217728
18:53:28.224 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NEF;nef;Image;Nikon Electronic Format Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:28.251 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NLM;nlm;Document;NetWare Loadable Module;ContentRecognizerNLM;NetWare Loadable Module;512;32000000
18:53:28.301 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NRW;nrw;Image;Nikon NRW Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:28.328 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NSF;nsf;Document;Lotus Notes File;ContentRecognizerNSF;Lotus Notes File;512;32000000
18:53:28.393 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: NTF;ntf;Document;Lotus Notes File;ContentRecognizerNTF;Lotus Notes File;512;32000000
18:53:28.417 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: OGG;ogg;Audio;OGG Container;ContentRecognizerOGG;OGG Container;128;33554432
18:53:28.466 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: OLEStream;ole;Other;Microsoft Generic OLE Stream;ContentRecognizerOLEStream;Microsoft OLE Stream;512;134217728
18:53:28.494 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: ORF;orf;Image;Olympus ORF Raw Image;ContentRecognizerOlympusORF;Olympus ORF LSB;512;134217728
18:53:28.535 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: OTP;otp;Document;CFW Graphics 3D CADE Plot;ContentRecognizerOTP;CFW Graphics 3D CADE Plot;512;32000000
18:53:28.581 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: OutlookMBX;mbx;Document;Outlook Express Mailbox;ContentRecognizerOutlookMBX;Outlook Express Mailbox;512;32000000
18:53:28.613 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: P3C;p3c;Document;Project Planner Compressed File;ContentRecognizerP3C;Project Planner Compressed File;512;32000000
18:53:28.640 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PAT;pat;Image;CorelDraw Pattern File;ContentRecognizerResourceInterchangeFileFormat;Resource Interchange File Format;512;4294967296
18:53:28.677 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PBD;pbd;Document;PowerBuilder File;ContentRecognizerPBD;PowerBuilder File;512;32000000
18:53:28.716 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PCX;pcx;Image;Paintbrush PCX;ContentRecognizerZSoftPCX;ZSoft PCX;512;33554432
18:53:28.777 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PDF;pdf;Document;Portable Document File;ContentRecognizerPDF;Portable Document Format;512;536870912
18:53:28.826 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PEF;pef;Image;Pentax Electronic File Raw Image;ContentRecognizerTaggedImageFileFormat;Tagged Image File Format;512;536870912
18:53:28.864 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PFB;pfb;Document;Adobe Font File;ContentRecognizerPFB;Adobe Font File;512;32000000
18:53:28.904 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PIC;pic;Image;OS/X QuickDraw File;ContentRecognizerPIC;OS/X QuickDraw File;512;32000000
18:53:28.931 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PKR;pkr;Document;PGP public keyring;ContentRecognizerPKR;PGP public keyring;512;32000000
18:53:28.966 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PNG;png;Image;Portable Network Graphics;ContentRecognizerPortableNetworkGraphics;Portable Network Graphics;64;16777216
18:53:28.987 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PP5;pp5;Image;Picture Publisher File;ContentRecognizerPP5;Picture Publisher File;512;32000000
18:53:29.015 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PPC;ppc;Document;OS/X System File;ContentRecognizerPPC;OS/X System File;512;32000000
18:53:29.042 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PPT;ppt;Document;Microsoft PowerPoint Document;ContentRecognizerOLEStream;Microsoft OLE Stream;512;134217728
18:53:29.070 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PPTX;pptx;Document;Power Point Open XML Document;ContentRecognizerZIP;ZIP Archive;512;2147483648
18:53:29.100 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PRC1;prc;Document;Palm Application/Library;ContentRecognizerPRC1;Palm Application/Library;512;32000000
18:53:29.139 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PRC2;prc;Document;Palm Application/Library;ContentRecognizerPRC2;Palm Application/Library;512;32000000
18:53:29.195 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PRE;pre;Document;Freelance Presentation File;ContentRecognizerPRE;Freelance Presentation File;512;32000000
18:53:29.235 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PRZ;prz;Document;Freelance Graphics 97 File;ContentRecognizerPRZ;Freelance Graphics 97 File;512;32000000
18:53:29.263 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PSD;psd;Image;Adobe Photoshop Document;ContentRecognizerPhotoShopData;PhotoShop Data;512;536870912
18:53:29.292 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PSP;psp;Image;PaintShop Pro;ContentRecognizerPaintShopPro;Paint Shop Pro Image;512;134217728
18:53:29.326 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PT;pt;Document;Kodak Precision Transform File;ContentRecognizerPT;Kodak Precision Transform File;512;32000000
18:53:29.369 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PUB;pub;Document;Microsoft Publisher Document;ContentRecognizerOLEStream;Microsoft OLE Stream;512;134217728
18:53:29.404 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PWD;pwd;Document;Pocket WordPad Document;ContentRecognizerPWD;Pocket WordPad Document;512;32000000
18:53:29.439 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PWL;pwl;Document;Microsoft Windows password file;ContentRecognizerPWL;Microsoft Windows password file;512;32000000
18:53:29.476 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PWP;pwp;Document;Photoworks Album;ContentRecognizerPWP;Photoworks Album;512;32000000
18:53:29.537 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PalmMidiPDB;pdb;Audio;Palm System Midi Sounds;ContentRecognizerPalmMidiPDB;Palm System Midi Sounds;512;32000000
18:53:29.574 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: PhaseOneRawTIF;tif;Image;Phase One Raw Image;ContentRecognizerPhaseOneRawTIF;Phase One Raw;512;268435456
18:53:29.635 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: QBW;qbw;Document;Intuit Quickbook Windows;ContentRecognizerQBW;Intuit Quickbook Windows;512;32000000
18:53:29.662 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: QCP;qcp;Audio;Qualcomm PureVoice;ContentRecognizerResourceInterchangeFileFormat;Resource Interchange File Format;512;4294967296
18:53:29.702 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: QDA;qda;Document;Generic Analysis Chart;ContentRecognizerQDA;Generic Analysis Chart;512;32000000
18:53:29.729 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: QTK;qtk;Image;Apple QuickTake;ContentRecognizerAppleQuickTake;Apple QuickTake;512;16777216
18:53:29.769 (debug) (T:13124) ContentTypeRegister.cpp:126 [ContentRecognition::ContentTypeRegister::listAll] this=[ContentTypeRegister:]: QXD;qxd;Document;QuarkXpress File;ContentRecognizerQXD;QuarkXpress File;512;32000000
